page,card_index,year,date,title,paper_type,landing_page_url,open_access_marker,clinical_filter,screen_status,screen_reasons
61,2,2022,2022-06-16,Genome-wide polygenic score to predict chronic kidney disease across ancestries,Article,https://www.nature.com/articles/s41591-022-01869-1,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
61,3,2022,2022-06-16,Rapid evaluation of COVID-19 vaccine effectiveness against symptomatic infection with SARS-CoV-2 variants by analysis of genetic distance,Article,https://www.nature.com/articles/s41591-022-01877-1,yes,matched_token:covid,eligible,
61,4,2022,2022-06-13,Brain lesions disrupting addiction map to a common human brain circuit,Article,https://www.nature.com/articles/s41591-022-01834-y,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
61,5,2022,2022-06-08,Clinical outcomes associated with SARS-CoV-2 Omicron (B.1.1.529) variant and BA.1/BA.1.1 or BA.2 subvariant infection in Southern California,Article,https://www.nature.com/articles/s41591-022-01887-z,no,matched_token:clinical,excluded,no_publisher_open_access_marker
61,6,2022,2022-06-06,Pre-existing adaptive immunity to the RNA-editing enzyme Cas13d in humans,Brief Communication,https://www.nature.com/articles/s41591-022-01848-6,yes,matched_token:clinical,excluded,not_article_type
61,7,2022,2022-06-05,Personalized response-directed surgery and adjuvant therapy after neoadjuvant ipilimumab and nivolumab in high-risk stage III melanoma: the PRADO trial,Article,https://www.nature.com/articles/s41591-022-01851-x,no,matched_token:therapy,excluded,no_publisher_open_access_marker
61,8,2022,2022-06-03,Sotigalimab and/or nivolumab with chemotherapy in first-line metastatic pancreatic cancer: clinical and immunologic analyses from the randomized phase 2 PRINCE trial,Article,https://www.nature.com/articles/s41591-022-01829-9,yes,matched_token:clinical,eligible,
61,9,2022,2022-06-02,Transferability of genetic risk scores in African populations,Brief Communication,https://www.nature.com/articles/s41591-022-01835-x,yes,matched_token:cohort,excluded,not_article_type
61,10,2022,2022-06-02,Parental inflammatory bowel disease and autism in children,Article,https://www.nature.com/articles/s41591-022-01845-9,yes,matched_token:children,eligible,
61,11,2022,2022-06-02,Noninvasive proteomic biomarkers for alcohol-related liver disease,Article,https://www.nature.com/articles/s41591-022-01850-y,yes,matched_token:cohort,eligible,
61,12,2022,2022-05-30,In utero origin of myelofibrosis presenting in adult monozygotic twins,Article,https://www.nature.com/articles/s41591-022-01793-4,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
61,13,2022,2022-05-26,Performance of plasma phosphorylated tau 181 and 217 in the community,Article,https://www.nature.com/articles/s41591-022-01822-2,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
61,14,2022,2022-05-26,A cellular hierarchy framework for understanding heterogeneity and predicting drug response in acute myeloid leukemia,Article,https://www.nature.com/articles/s41591-022-01819-x,no,matched_token:patient,excluded,no_publisher_open_access_marker
61,15,2022,2022-05-26,Pembrolizumab in soft-tissue sarcomas with tertiary lymphoid structures: a phase 2 PEMBROSARC trial cohort,Article,https://www.nature.com/articles/s41591-022-01821-3,no,matched_token:phase 2,excluded,no_publisher_open_access_marker
61,16,2022,2022-05-25,Long COVID after breakthrough SARS-CoV-2 infection,Article,https://www.nature.com/articles/s41591-022-01840-0,yes,matched_token:covid,eligible,
61,17,2022,2022-05-23,Effectiveness of CoronaVac in children 3–5 years of age during the SARS-CoV-2 Omicron outbreak in Chile,Brief Communication,https://www.nature.com/articles/s41591-022-01874-4,yes,matched_token:children,excluded,not_article_type
61,18,2022,2022-05-23,"A multisystem, cardio-renal investigation of post-COVID-19 illness",Article,https://www.nature.com/articles/s41591-022-01837-9,yes,matched_token:covid,eligible,
61,19,2022,2022-05-19,Rituximab versus tocilizumab in rheumatoid arthritis: synovial biopsy-based biomarker analysis of the phase 4 R4RA randomized trial,Article,https://www.nature.com/articles/s41591-022-01789-0,yes,matched_token:randomized,eligible,
61,20,2022,2022-05-16,Electronic cigarettes versus nicotine patches for smoking cessation in pregnancy: a randomized controlled trial,Article,https://www.nature.com/articles/s41591-022-01808-0,yes,matched_token:randomized,eligible,
62,1,2022,2022-05-16,Machine learning model to predict mental health crises from electronic health records,Article,https://www.nature.com/articles/s41591-022-01811-5,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
62,2,2022,2022-05-12,Empagliflozin add-on therapy to closed-loop insulin delivery in type 1 diabetes: a 2 × 2 factorial randomized crossover trial,Article,https://www.nature.com/articles/s41591-022-01805-3,no,matched_token:therapy,excluded,no_publisher_open_access_marker
62,3,2022,2022-05-12,Safety and antiviral activity of triple combination broadly neutralizing monoclonal antibody therapy against HIV-1: a phase 1 clinical trial,Article,https://www.nature.com/articles/s41591-022-01815-1,yes,matched_token:therapy,eligible,
62,4,2022,2022-05-12,"Dorzagliatin add-on therapy to metformin in patients with type 2 diabetes: a randomized, double-blind, placebo-controlled phase 3 trial",Article,https://www.nature.com/articles/s41591-022-01803-5,yes,matched_token:therapy,eligible,
62,5,2022,2022-05-12,"Dorzagliatin in drug-naïve patients with type 2 diabetes: a randomized, double-blind, placebo-controlled phase 3 trial",Article,https://www.nature.com/articles/s41591-022-01802-6,no,matched_token:patients,excluded,no_publisher_open_access_marker
62,6,2022,2022-05-10,Modeling transmission of SARS-CoV-2 Omicron in China,Article,https://www.nature.com/articles/s41591-022-01855-7,yes,matched_token:sars-cov-2,eligible,
62,7,2022,2022-05-10,Spatial and temporal fluctuations in COVID-19 fatality rates in Brazilian hospitals,Article,https://www.nature.com/articles/s41591-022-01807-1,yes,matched_token:covid,eligible,
62,8,2022,2022-05-09,Claudin18.2-specific CAR T cells in gastrointestinal cancers: phase 1 trial interim results,Article,https://www.nature.com/articles/s41591-022-01800-8,yes,matched_token:phase 1,eligible,
62,9,2022,2022-05-09,"Heterogeneity in phenotype, disease progression and drug response in type 2 diabetes",Article,https://www.nature.com/articles/s41591-022-01790-7,no,matched_token:patients,excluded,no_publisher_open_access_marker
62,10,2022,2022-05-02,A T cell resilience model associated with response to immunotherapy in multiple tumor types,Article,https://www.nature.com/articles/s41591-022-01799-y,no,matched_token:therapy,excluded,no_publisher_open_access_marker
62,11,2022,2022-04-28,Immunogenicity and therapeutic targeting of a public neoantigen derived from mutated PIK3CA,Article,https://www.nature.com/articles/s41591-022-01786-3,yes,matched_token:therapeutic,eligible,
62,12,2022,2022-04-25,Effectiveness of a second BNT162b2 booster vaccine against hospitalization and death from COVID-19 in adults aged over 60 years,Article,https://www.nature.com/articles/s41591-022-01832-0,no,matched_token:vaccine,excluded,no_publisher_open_access_marker
62,13,2022,2022-04-25,Swarm learning for decentralized artificial intelligence in cancer histopathology,Article,https://www.nature.com/articles/s41591-022-01768-5,yes,matched_token:patients,eligible,
62,14,2022,2022-04-25,Digital remote monitoring plus usual care versus usual care in patients treated with oral anticancer agents: the randomized phase 3 CAPRI trial,Article,https://www.nature.com/articles/s41591-022-01788-1,no,matched_token:patients,excluded,no_publisher_open_access_marker
62,15,2022,2022-04-18,Development of a clinical polygenic risk score assay and reporting workflow,Article,https://www.nature.com/articles/s41591-022-01767-6,yes,matched_token:clinical,eligible,
62,16,2022,2022-04-14,Blood-based tumor mutational burden as a biomarker for atezolizumab in non-small cell lung cancer: the phase 2 B-F1RST trial,Article,https://www.nature.com/articles/s41591-022-01754-x,yes,matched_token:phase 2,eligible,
62,17,2022,2022-04-11,Interindividual variability in transgene mRNA and protein production following adeno-associated virus gene therapy for hemophilia A,Article,https://www.nature.com/articles/s41591-022-01751-0,yes,matched_token:therapy,eligible,
62,18,2022,2022-04-11,Increased global integration in the brain after psilocybin therapy for depression,Article,https://www.nature.com/articles/s41591-022-01744-z,no,matched_token:therapy,excluded,no_publisher_open_access_marker
62,19,2022,2022-04-11,Stratification of radiosensitive brain metastases based on an actionable S100A9/RAGE resistance mechanism,Article,https://www.nature.com/articles/s41591-022-01749-8,yes,matched_token:patient,eligible,
62,20,2022,2022-04-11,"Safety and tolerability of AAV8 delivery of a broadly neutralizing antibody in adults living with HIV: a phase 1, dose-escalation trial",Article,https://www.nature.com/articles/s41591-022-01762-x,no,matched_token:adults,excluded,no_publisher_open_access_marker
63,1,2022,2022-04-08,"Infectious viral load in unvaccinated and vaccinated individuals infected with ancestral, Delta or Omicron SARS-CoV-2",Article,https://www.nature.com/articles/s41591-022-01816-0,no,matched_token:sars-cov-2,excluded,no_publisher_open_access_marker
63,2,2022,2022-04-07,Donor and recipient polygenic risk scores influence the risk of post-transplant diabetes,Article,https://www.nature.com/articles/s41591-022-01758-7,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
63,3,2022,2022-04-04,Intravitreal antisense oligonucleotide sepofarsen in Leber congenital amaurosis type 10: a phase 1b/2 trial,Article,https://www.nature.com/articles/s41591-022-01755-w,yes,matched_token:trial,eligible,
63,4,2022,2022-03-31,"Safety, tolerability and viral kinetics during SARS-CoV-2 human challenge in young adults",Article,https://www.nature.com/articles/s41591-022-01780-9,no,matched_token:sars-cov-2,excluded,no_publisher_open_access_marker
63,5,2022,2022-03-28,In vivo topical gene therapy for recessive dystrophic epidermolysis bullosa: a phase 1 and 2 trial,Article,https://www.nature.com/articles/s41591-022-01737-y,yes,matched_token:therapy,eligible,
63,6,2022,2022-03-28,Cumulative burden of psychiatric disorders and self-harm across 26 adult cancers,Analysis,https://www.nature.com/articles/s41591-022-01740-3,yes,matched_token:population,excluded,not_article_type
63,7,2022,2022-03-28,Suicide risk and mortality among patients with cancer,Analysis,https://www.nature.com/articles/s41591-022-01745-y,no,matched_token:mortality,excluded,not_article_type;no_publisher_open_access_marker
63,8,2022,2022-03-23,Serum neutralization of SARS-CoV-2 Omicron sublineages BA.1 and BA.2 in patients receiving monoclonal antibodies,Article,https://www.nature.com/articles/s41591-022-01792-5,no,matched_token:sars-cov-2,excluded,no_publisher_open_access_marker
63,9,2022,2022-03-21,Deep learning-enabled assessment of cardiac allograft rejection from endomyocardial biopsies,Article,https://www.nature.com/articles/s41591-022-01709-2,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
63,10,2022,2022-03-21,Whole-genome risk prediction of common diseases in human preimplantation embryos,Article,https://www.nature.com/articles/s41591-022-01735-0,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
63,11,2022,2022-03-21,PSMA-targeting TGFβ-insensitive armored CAR T cells in metastatic castration-resistant prostate cancer: a phase 1 trial,Article,https://www.nature.com/articles/s41591-022-01726-1,no,matched_token:phase 1,excluded,no_publisher_open_access_marker
63,12,2022,2022-03-21,Metabolomic profiling reveals extensive adrenal suppression due to inhaled corticosteroid therapy in asthma,Article,https://www.nature.com/articles/s41591-022-01714-5,no,matched_token:therapy,excluded,no_publisher_open_access_marker
63,13,2022,2022-03-21,Axicabtagene ciloleucel as first-line therapy in high-risk large B-cell lymphoma: the phase 2 ZUMA-12 trial,Article,https://www.nature.com/articles/s41591-022-01731-4,yes,matched_token:therapy,eligible,
